Name,Size,Price,Link,MRP
Dr Willmar Schwabe Germany Cocculus Indicus Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-cocculus-indicus-dilution-30-otc695355,
Bakson's Homeopathy AC#9 Tablet,bottle of 200 tablets,,https://www.1mg.com/otc/bakson-s-homeopathy-ac-9-tablet-otc502623,
Wheezal Rauwolfia Serpentina Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-rauwolfia-serpentina-dilution-1m-otc924633,MRP₹13511% OFF
Bjain Yohimbinum Trituration Tablet 3X,bottle of 450 gm Trituration Tablet,,https://www.1mg.com/otc/bjain-yohimbinum-trituration-tablet-3x-otc484329,
ADEL Allium Sat Dilution 6,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-allium-sat-dilution-6-otc770509,
ADEL Phosphorus Dilution 1M,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-phosphorus-dilution-1m-otc333433,
Dr Willmar Schwabe India Jatropha Curcas Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-jatropha-curcas-dilution-1000-ch-otc404278,
Bjain Calcarea Phosphorica Globules 0/23 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-calcarea-phosphorica-globules-0-23-lm-otc826300,MRP₹8510% OFF
Wheezal Cinnabaris Dilution CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-cinnabaris-dilution-cm-otc907867,MRP₹33511% OFF
Bakson's Homeopathy Bryophyllum Dilution 1M,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-bryophyllum-dilution-1m-otc755124,MRP₹1409% OFF
Bakson's Homeopathy Taraxacum Mother Tincture Q,bottle of 30 ml Mother Tincture,110,https://www.1mg.com/otc/bakson-s-homeopathy-taraxacum-mother-tincture-q-otc767483,MRP₹1208% OFF
SBL Pix Liquida Dilution 12 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-pix-liquida-dilution-12-ch-otc355888,MRP₹1007% OFF
Ralson Remedies Bio-Combination 12 Tablet,bottle of 25 gm Biocombination Tablet,92.3,https://www.1mg.com/otc/ralson-remedies-bio-combination-12-tablet-otc500507,MRP₹953% OFF
Bjain Lyssinum Dilution 1000 CH,bottle of 12 ml Dilution,85,https://www.1mg.com/otc/bjain-lyssinum-dilution-1000-ch-otc709254,MRP₹10015% OFF
Pioneer Pharma Manganum Metal Globules Pellet Multidose Pills 200 CH,bottle of 150 tablets,102,https://www.1mg.com/otc/pioneer-pharma-manganum-metal-globules-pellet-multidose-pills-200-ch-otc926892,MRP₹12015% OFF
ADEL Nat Phos Dilution 10M,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-nat-phos-dilution-10m-otc773921,
Sett Dey Jambolin Drop,bottle of 30 ml Drop,70.4,https://www.1mg.com/otc/sett-dey-jambolin-drop-otc871450,MRP₹10533% OFF
Bjain Natrum Muriaticum Globules 0/14 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-natrum-muriaticum-globules-0-14-lm-otc835368,MRP₹8510% OFF
Dr Willmar Schwabe India Lecithinum Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-lecithinum-dilution-12-ch-otc404801,
Bakson's Homeopathy Coffea Cruda Mother Tincture Q,bottle of 30 ml Mother Tincture,110,https://www.1mg.com/otc/bakson-s-homeopathy-coffea-cruda-mother-tincture-q-otc766811,MRP₹1208% OFF
Lord's Sulphur Mother Tincture Q,bottle of 30 ml Mother Tincture,85,https://www.1mg.com/otc/lord-s-sulphur-mother-tincture-q-otc736657,MRP₹10015% OFF
Hering Pharma Insulinum Trituration Tablet 6X,jar of 450 gm Trituration Tablet,548,https://www.1mg.com/otc/hering-pharma-insulinum-trituration-tablet-6x-otc642684,MRP₹66017% OFF
Bjain Bovista Dilution 30C,bottle of 12 ml Dilution,51,https://www.1mg.com/otc/bjain-bovista-dilution-30c-otc715899,MRP₹6015% OFF
Wheezal Bacillinum Dilution CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-bacillinum-dilution-cm-otc908052,MRP₹33511% OFF
Adven A-126 Pancreatic Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/adven-a-126-pancreatic-drop-otc517121,
SBL Rhus Toxicodendron 0/8 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-rhus-toxicodendron-0-8-lm-otc365087,
BRL B.B. Phos Tonic,bottle of 450 ml Tonic,272,https://www.1mg.com/otc/brl-b.b.-phos-tonic-otc787543,MRP₹2803% OFF
Dr. Reckeweg Thlaspi Bursa Pastoris Dilution 200 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-thlaspi-bursa-pastoris-dilution-200-ch-otc331565,
Dr Willmar Schwabe India Rhus Aromatica Dilution 200 CH,bottle of 30 ml Dilution,108,https://www.1mg.com/otc/dr-willmar-schwabe-india-rhus-aromatica-dilution-200-ch-otc393580,MRP₹1156% OFF
Bio India Calcarea Fluorica Biochemic Tablet 200X,bottle of 450 gm Biochemic Tablet,,https://www.1mg.com/otc/bio-india-calcarea-fluorica-biochemic-tablet-200x-otc551786,
Bakson's Homeopathy Heloderma Horridus Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-heloderma-horridus-dilution-1000-ch-otc762910,MRP₹1409% OFF
Adven Ad-Liv Tonic,bottle of 180 ml Tonic,,https://www.1mg.com/otc/adven-ad-liv-tonic-otc328933,
Dr Willmar Schwabe Germany Coffea Tosta Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-coffea-tosta-dilution-30-otc695376,
SBL Baryta Carbonicum Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-baryta-carbonicum-dilution-200-ch-otc346002,
SBL Terebinthinae Oleum Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/sbl-terebinthinae-oleum-mother-tincture-q-otc338572,
Dr Willmar Schwabe Germany Acidum Picricum Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-acidum-picricum-dilution-200-otc693554,
Dr Willmar Schwabe India Gnaphalium Polycephalum Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-gnaphalium-polycephalum-dilution-200-ch-otc403518,
Dr Willmar Schwabe India Acidum Oxalicum Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-acidum-oxalicum-dilution-12-ch-otc397542,
Dr. Majumder Homeo World Acdoins Vernalis Dilution (30 ml Each) 6 CH,combo pack of 2 bottles,432,https://www.1mg.com/otc/dr.-majumder-homeo-world-acdoins-vernalis-dilution-30-ml-each-6-ch-otc858374,MRP₹52017% OFF
Similia Thuja Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/similia-thuja-dilution-200-ch-otc611675,
Dr Willmar Schwabe India Caladium Seguinum Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-caladium-seguinum-dilution-6-ch-otc398203,
Dr. Majumder Homeo World Boerhaavia Diffusa 30,combo pack of 3 bottles,,https://www.1mg.com/otc/dr.-majumder-homeo-world-boerhaavia-diffusa-30-otc853221,
Bjain Kreosotum Dilution 6C,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/bjain-kreosotum-dilution-6c-otc439970,MRP₹9510% OFF
Bakson's Homeopathy Glycyrrhiza Galbra Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-glycyrrhiza-galbra-dilution-1000-ch-otc762573,MRP₹1409% OFF
LDD Bioscience Mygale Lasiodora Dilution 1000 CH,bottle of 100 ml Dilution,207,https://www.1mg.com/otc/ldd-bioscience-mygale-lasiodora-dilution-1000-ch-otc844239,MRP₹23010% OFF
Allen's Alfa Allen Tonic,bottle of 250 ml Tonic,,https://www.1mg.com/otc/allen-s-alfa-allen-tonic-otc399383,
Sett Dey Ledum Palustre Mother Tincture Q,bottle of 30 ml Mother Tincture,93.5,https://www.1mg.com/otc/sett-dey-ledum-palustre-mother-tincture-q-otc838208,MRP₹11015% OFF
Sett Dey Ferrum Phosphoricum Dilution 6,bottle of 30 ml Dilution,73.1,https://www.1mg.com/otc/sett-dey-ferrum-phosphoricum-dilution-6-otc839085,MRP₹8615% OFF
Similia Biocom No.24 Tablet,bottle of 450 gm Biocombination Tablet,536,https://www.1mg.com/otc/similia-biocom-no.24-tablet-otc574110,MRP₹65018% OFF
Wheezal Antimonium Iodatum Dilution 1M,bottle of 30 ml Dilution,245,https://www.1mg.com/otc/wheezal-antimonium-iodatum-dilution-1m-otc906242,MRP₹27511% OFF
Dr Willmar Schwabe India Lac Caninum Dilution 10M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-lac-caninum-dilution-10m-ch-otc404670,
Dr Willmar Schwabe India Phaseolus Dilution 200 CH,bottle of 30 ml Dilution,103,https://www.1mg.com/otc/dr-willmar-schwabe-india-phaseolus-dilution-200-ch-otc394243,MRP₹1052% OFF
Wheezal Abrotanum Dilution 3X,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-abrotanum-dilution-3x-otc897814,MRP₹10011% OFF
SBL Manganum Carbonicum Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-manganum-carbonicum-dilution-30-ch-otc354471,
Wheezal Ocimum Sanctum Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-ocimum-sanctum-dilution-1m-otc924198,MRP₹13511% OFF
Bjain Staphylococcus Aureus Dilution 200 CH,bottle of 12 ml Dilution,58.5,https://www.1mg.com/otc/bjain-staphylococcus-aureus-dilution-200-ch-otc700739,MRP₹6510% OFF
Dr Willmar Schwabe India Natrum Phosphoricum Biochemic Tablet 200X,bottle of 20 gm Biochemic Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-natrum-phosphoricum-biochemic-tablet-200x-otc338134,
Radient Rehumex Syrup,bottle of 450 ml Syrup,257,https://www.1mg.com/otc/radient-rehumex-syrup-otc799004,MRP₹2705% OFF
Bjain Acidum Nitricum Dilution 1000 CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-acidum-nitricum-dilution-1000-ch-otc428159,
Bjain Solidago Virgaurea Dilution 30 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/bjain-solidago-virgaurea-dilution-30-ch-otc433257,MRP₹9510% OFF
SBL Ammonium Iodatum Dilution 1000 CH,bottle of 30 ml Dilution,130,https://www.1mg.com/otc/sbl-ammonium-iodatum-dilution-1000-ch-otc350788,MRP₹1407% OFF
Wheezal Mercurius Sublimatus Globules 0/3 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-mercurius-sublimatus-globules-0-3-lm-otc899567,MRP₹1801% OFF
SBL Symphoricarpus Racemosus Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-symphoricarpus-racemosus-dilution-1000-ch-otc358793,
Dr. Reckeweg Calc Fluor Dilution 200 CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-calc-fluor-dilution-200-ch-otc573591,
Wheezal Althaea Officinalis Dilution CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-althaea-officinalis-dilution-cm-otc906545,MRP₹33511% OFF
Combo Pack of SBL Bryonia Alba Dilution 30 CH & SBL Aconitum Napellus Dilution 30 CH (30ml Each),combo pack of 2 bottles,,https://www.1mg.com/otc/combo-pack-of-sbl-bryonia-alba-dilution-30-ch-sbl-aconitum-napellus-dilution-30-ch-30ml-each-otc861607,
Wheezal Boldo Dilution 200,bottle of 30 ml Dilution,93.5,https://www.1mg.com/otc/wheezal-boldo-dilution-200-otc906422,MRP₹10511% OFF
Np's Rumarth Tablet,bottle of 30 gm Tablet,,https://www.1mg.com/otc/np-s-rumarth-tablet-otc671024,
Dr. Majumder Homeo World Bolda Dilution(30ml Each) CM,combo pack of 3 bottles,,https://www.1mg.com/otc/dr.-majumder-homeo-world-bolda-dilution-30ml-each-cm-otc855928,
Healwell Cardiwel Drop,bottle of 30 ml Drop,182,https://www.1mg.com/otc/healwell-cardiwel-drop-otc399828,MRP₹1904% OFF
Dr Willmar Schwabe India Aurum Muriaticum Dilution 10M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-aurum-muriaticum-dilution-10m-ch-otc397796,
Bjain Drosera Rotundifolia Dilution 200C,bottle of 30 ml Dilution,104,https://www.1mg.com/otc/bjain-drosera-rotundifolia-dilution-200c-otc437594,MRP₹11510% OFF
ADEL Naphthalinum Dilution 30 CH,bottle of 10 ml Dilution,142,https://www.1mg.com/otc/adel-naphthalinum-dilution-30-ch-otc327335,MRP₹1452% OFF
Dr Willmar Schwabe India Canchalagua Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-canchalagua-dilution-30-ch-otc398513,
St. George’s Fract Q Nil Ointment,tube of 30 gm Ointment,,https://www.1mg.com/otc/st.-george-s-fract-q-nil-ointment-otc529620,
SBL Cuprum Sulphuricum Dilution 6 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-cuprum-sulphuricum-dilution-6-ch-otc352366,MRP₹1007% OFF
Dr. Reckeweg Phytolacca Dec Dilution 6 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-phytolacca-dec-dilution-6-ch-otc374852,
SBL Bismuthum Metallicum Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-bismuthum-metallicum-dilution-30-ch-otc346024,
Haslab Bico 48 Biochemic Compound Tablet,bottle of 20 gm Tablet,71.3,https://www.1mg.com/otc/haslab-bico-48-biochemic-compound-tablet-otc339600,MRP₹755% OFF
Bjain Lycopersicum Esculentum Mother Tincture Q,bottle of 100 ml Mother Tincture,176,https://www.1mg.com/otc/bjain-lycopersicum-esculentum-mother-tincture-q-otc445114,MRP₹19510% OFF
Wheezal Asarum Canadense Dilution CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-asarum-canadense-dilution-cm-otc906363,MRP₹33511% OFF
Dr Willmar Schwabe India Raphanus Sativus Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-raphanus-sativus-dilution-12-ch-otc393640,
Bhargava Arsenicum Album 30 Dilution (30ml Each),box of 1 Bottle,76,https://www.1mg.com/otc/bhargava-arsenicum-album-30-dilution-30ml-each-otc652878,MRP₹805% OFF
SBL Stillngia Sylvatica Dilution 30 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-stillngia-sylvatica-dilution-30-ch-otc358596,MRP₹1007% OFF
Dr. Reckeweg Carbo Vegetabilis Trituration Tablet 3X,bottle of 20 gm Trituration Tablet,,https://www.1mg.com/otc/dr.-reckeweg-carbo-vegetabilis-trituration-tablet-3x-otc326944,
Bjain Cistus Canadensis Dilution 6X,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-cistus-canadensis-dilution-6x-otc832385,
Medisynth Bio-chemic Combination No.17 Rectal Ailments,bottle of 25 gm Biocombination Tablet,99.8,https://www.1mg.com/otc/medisynth-bio-chemic-combination-no.17-rectal-ailments-otc885106,MRP₹1055% OFF
SBL Aluminium Phosphoricum Dilution 6 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-aluminium-phosphoricum-dilution-6-ch-otc350747,MRP₹1007% OFF
Dr Willmar Schwabe India Adonis Vernalis Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-adonis-vernalis-dilution-200-ch-otc394865,
Bjain Calcarea Carbonica Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-calcarea-carbonica-dilution-1000-ch-otc436439,
Dr Willmar Schwabe India Baptisia Tinctoria Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-baptisia-tinctoria-dilution-12-ch-otc397056,
SBL Bryonia Alba Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-bryonia-alba-dilution-12-ch-otc351406,
Sett Dey Argentum Nit Dilution 6,bottle of 30 ml Dilution,73.1,https://www.1mg.com/otc/sett-dey-argentum-nit-dilution-6-otc836037,MRP₹8615% OFF
SBL Terminalia Arjuna Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-terminalia-arjuna-dilution-6-ch-otc359115,
Dr Willmar Schwabe India Titanium Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-titanium-dilution-6-ch-otc406415,
SBL Cobaltum Metallicum Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-cobaltum-metallicum-dilution-6-ch-otc351970,
Dr Willmar Schwabe Germany Natrum Phosphoricum Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-natrum-phosphoricum-dilution-200-otc697419,
Bakson's Homeopathy Acid Hydrocyanicum Dilution 1M,bottle of 30 ml Dilution,129,https://www.1mg.com/otc/bakson-s-homeopathy-acid-hydrocyanicum-dilution-1m-otc748164,MRP₹1408% OFF
Wheezal Alstonia Constricta Dilution 200,bottle of 30 ml Dilution,93.5,https://www.1mg.com/otc/wheezal-alstonia-constricta-dilution-200-otc906521,MRP₹10511% OFF
SBL Zincum Metallicum Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-zincum-metallicum-dilution-6-ch-otc349024,
Bjain Jaborandi Dilution 30C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-jaborandi-dilution-30c-otc710055,
Sett Dey Baryta Carbonicum Dilution 30,bottle of 30 ml Dilution,73.1,https://www.1mg.com/otc/sett-dey-baryta-carbonicum-dilution-30-otc836232,MRP₹8615% OFF
Bjain Asafoetida Dilution 6C,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/bjain-asafoetida-dilution-6c-otc433901,MRP₹9510% OFF
Bakson's Homeopathy Allium Cepa Dilution 50M,bottle of 30 ml Dilution,322,https://www.1mg.com/otc/bakson-s-homeopathy-allium-cepa-dilution-50m-otc750142,MRP₹3508% OFF
Bjain Nux Vomica Dilution 12C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-nux-vomica-dilution-12c-otc436284,
Bakson's Homeopathy Mercurius Nitricus Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-mercurius-nitricus-dilution-10m-otc805150,MRP₹3158% OFF
Allen Uricacid Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/allen-uricacid-drop-otc756578,
Bakson's Homeopathy Verbascum Thapsus Dilution 6,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-verbascum-thapsus-dilution-6-otc781553,MRP₹1009% OFF
Wheezal Baryta Muriatica Globules 0/18 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-baryta-muriatica-globules-0-18-lm-otc885535,MRP₹1806% OFF
Dr Willmar Schwabe Germany Tellurium Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-tellurium-dilution-30-otc698449,
Dr Willmar Schwabe India Calcarea Iodata Dilution 30 CH,bottle of 30 ml Dilution,99.7,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-iodata-dilution-30-ch-otc398341,MRP₹100
Similia Malt-O-Vin Alfalfa Malt Delicious Chocolate,bottle of 500 gm Paste,280,https://www.1mg.com/otc/similia-malt-o-vin-alfalfa-malt-delicious-chocolate-otc503619,MRP₹35020% OFF
New Life Bach Flower Rescue Remedy 30,bottle of 30 ml Dilution,,https://www.1mg.com/otc/new-life-bach-flower-rescue-remedy-30-otc386623,
Bakson's Homeopathy Fagopyrum Esculentum Dilution 6,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-fagopyrum-esculentum-dilution-6-otc761699,MRP₹1009% OFF
Bjain Spigelia Marilandica Dilution 1000 CH,bottle of 12 ml Dilution,90,https://www.1mg.com/otc/bjain-spigelia-marilandica-dilution-1000-ch-otc700876,MRP₹10010% OFF
Bakson's Homeopathy Hypophysine (Lobe Anterieur) Dilution 10M,bottle of 30 ml Dilution,288,https://www.1mg.com/otc/bakson-s-homeopathy-hypophysine-lobe-anterieur-dilution-10m-otc763843,MRP₹3159% OFF
Bjain Lemna Minor Dilution 12C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-lemna-minor-dilution-12c-otc709417,
ADEL Aurum Mur. Nat. Dilution 6,bottle of 30 ml Dilution,139,https://www.1mg.com/otc/adel-aurum-mur.-nat.-dilution-6-otc764736,MRP₹1454% OFF
Bakson's Homeopathy Atista Indica Dilution 6X,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-atista-indica-dilution-6x-otc753518,MRP₹1008% OFF
Bakson's Homeopathy Taxus Baccata Dilution 50M,bottle of 30 ml Dilution,322,https://www.1mg.com/otc/bakson-s-homeopathy-taxus-baccata-dilution-50m-otc805596,MRP₹3508% OFF
Dr Willmar Schwabe India Castoreum Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-castoreum-dilution-6-ch-otc398785,
Sett Dey Antimonium Iodatum Dilution 30,bottle of 30 ml Dilution,76.5,https://www.1mg.com/otc/sett-dey-antimonium-iodatum-dilution-30-otc899267,MRP₹9015% OFF
Wheezal Symphytum Officinale Dilution 50M,bottle of 30 ml Dilution,289,https://www.1mg.com/otc/wheezal-symphytum-officinale-dilution-50m-otc923104,MRP₹32511% OFF
Boiron Cicuta Virosa Multi Dose Approx 80 Pellets 30 CH,bottle of 4 gm Pellets,,https://www.1mg.com/otc/boiron-cicuta-virosa-multi-dose-approx-80-pellets-30-ch-otc407475,
Dr. Majumder Homeo World Arnica Album Dilution 200 (30ml Each),combo pack of 6 bottles,1296,https://www.1mg.com/otc/dr.-majumder-homeo-world-arnica-album-dilution-200-30ml-each-otc798212,MRP₹162020% OFF
Sett Dey Acid Sulphuricum Dilution 30,bottle of 30 ml Dilution,73.1,https://www.1mg.com/otc/sett-dey-acid-sulphuricum-dilution-30-otc831855,MRP₹8615% OFF
Bakson's Homeopathy Crocus Sativus Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-crocus-sativus-dilution-10m-otc759888,MRP₹3158% OFF
Dr Willmar Schwabe India Cochlearia Armoracia Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/dr-willmar-schwabe-india-cochlearia-armoracia-mother-tincture-q-otc391004,
Dr Willmar Schwabe India Kali Carbonicum Dilution 50M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-kali-carbonicum-dilution-50m-ch-otc404426,
Dr Willmar Schwabe India Kali Muriaticum Biochemic Tablet 12X,bottle of 20 gm Biochemic Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-kali-muriaticum-biochemic-tablet-12x-otc338237,
Wheezal Kali Bichromicum Globules 0/4 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-kali-bichromicum-globules-0-4-lm-otc895723,MRP₹1801% OFF
SBL Kali Arsenicosum 0/16 LM,bottle of 20 gm Globules,172,https://www.1mg.com/otc/sbl-kali-arsenicosum-0-16-lm-otc364915,MRP₹1857% OFF
